"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","testName"
10.4,0.996210448781087,0.998157650160706,0.98052494289392,0.995441632517547,0.999302407338999,0.999918286329033,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.5,0.996297111486671,0.998220436440894,0.980831634013427,0.99556653532515,0.999331816096416,0.999923451022645,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.6,0.996381406585079,0.998281480417368,0.98114205500498,0.995680894525619,0.9993605842098,0.999928246080637,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.7,0.996463407457426,0.998340838994762,0.981446119049628,0.995794071798758,0.999388952555732,0.99993281549708,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.8,0.996543184972341,0.998398414671206,0.981723391092272,0.995906619682331,0.999415860775743,0.99993678847946,"Elecsys Anti-SARS-CoV-2 Roche spike"
10.9,0.996620807579189,0.998453435829736,0.981986126677792,0.996026963611918,0.999441347061639,0.999940898540875,"Elecsys Anti-SARS-CoV-2 Roche spike"
11,0.996696341397608,0.998505887405618,0.982260125615582,0.996146165215211,0.999465999002862,0.999944756157265,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.1,0.996769850303513,0.998555924223419,0.982549739258701,0.996249826831028,0.999487828221691,0.999948167166876,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.2,0.996841396011707,0.998607434325533,0.982757016609491,0.996346720925189,0.99951137809679,0.999951334666982,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.3,0.996911038155249,0.998654212681898,0.982978578472495,0.996449031250704,0.999531523779889,0.999954584963423,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.4,0.996978834361697,0.998702163059448,0.983258549038675,0.996546463918185,0.999551648205993,0.999957430787479,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.5,0.997044840326382,0.998749224040541,0.983479428284911,0.996638492447966,0.999571702982171,0.999960194940113,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.6,0.997109109882805,0.998793787028678,0.98369771967422,0.996725577707083,0.999590259542425,0.999962720712392,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.7,0.997171695070295,0.998835303994371,0.983949140027344,0.996813164002962,0.999608293164109,0.999965059231861,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.8,0.997232646199037,0.998877063079023,0.984205766568812,0.996893862337572,0.999625791608198,0.999967281477808,"Elecsys Anti-SARS-CoV-2 Roche spike"
11.9,0.99729201191257,0.998917432149566,0.984417539896754,0.996970644624556,0.999641983669518,0.99996949925028,"Elecsys Anti-SARS-CoV-2 Roche spike"
12,0.997349839247873,0.998954240799744,0.984568984033403,0.997053677078823,0.999657717170719,0.99997156669782,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.1,0.997406173693119,0.99899242670752,0.984758860882677,0.997136875467327,0.999672607590722,0.999973491582282,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.2,0.997461059243212,0.999026672609945,0.985012291347122,0.997216802467964,0.999687481995013,0.999975088395002,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.3,0.997514538453184,0.999061710875949,0.985181970297417,0.997290333583338,0.999701403689506,0.999976593390894,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.4,0.997566652489538,0.999095321170526,0.985388516456776,0.99736626991371,0.999715045853313,0.999977947969553,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.5,0.997617441179637,0.999128977203438,0.985611026055414,0.997435234749545,0.999727298250055,0.999979299661617,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.6,0.997666943059192,0.999158957333746,0.985832644939691,0.99750621974642,0.999739255512538,0.999980614584981,"Elecsys Anti-SARS-CoV-2 Roche spike"
12.7,0.997715195417955,0.999187731270099,0.986033722091014,0.997576827547254,0.99975076086235,0.999981845975306,"Elecsys Anti-SARS-CoV-2 Roche spike"
